email_domain,Company Website,company,industry,mx_provider,leads_count,Website Summary
dalzellvolvo.com,https://www.dalzellvolvo.com,Dalzell Motor Sales Inc,HR and Recruiting Services,Custom/Self-hosted,3,
danceltrans.com,https://www.danceltrans.com,Dancel Transportation Inc,Freight Hauling (Rail and Truck),A-record Fallback,3,
danielexpress.com,https://www.danielexpress.com,Daniel Express Inc,Freight Hauling (Rail and Truck),Google Workspace,3,
dartcouriers.com,https://www.dartcouriers.com,Dart Couriers,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
datamaxx.com,https://www.datamaxx.com,Datamaxx Group,Warehousing and Storage,Custom/Self-hosted,1,"Datamaxx is a privately held, Florida-certified and woman-owned enterprise that provides advanced communications, data access, information sharing, enterprise intelligence, and access control solutions to the law enforcement, criminal justice, public safety, and security industries. It serves over 70 percent of the law enforcement communications market with more than 750,000 end users in North America, Canada, Guam, and Puerto Rico. Its customers include security companies and local, state, and federal agencies such as the Federal Aviation Administration, Federal Bureau of Investigation, City of Miami Police Department, New York City Police Department, Royal Canadian Mounted Police, U.S. Coast Guard, U.S. Department of State, and U. S. Office of Personnel Management. Since 1991, Datamaxx has established itself as a domain expert and built a brand in its markets. The company’s offerings encompass advanced technologies for law enforcement and public safety, and it operates in the Government, Security Services, and Law Enforcement sectors. It mentions Take30 training sessions via its learning/academy program and Omnixx Force Client and Omnixx Administration as part of its class offerings. It references connections to social channels (Facebook and X) and a Datamaxx Newsletter for updates. The page does not specify delivery model, pricing model, or contract structure. It identifies geographic markets as North America, Canada, Guam, and Puerto Rico. It provides numeric metrics: serving over 750,000 end users and markets described as North America, Canada, Guam, and Puerto Rico. It states 1991 as the inception year. It mentions specific customers by agency and country, and lists various internal training sessions with dates. It does not explicitly define an ICP beyond broad roles like law enforcement, criminal justice, public safety, and security industries, nor does it provide explicit buyer roles or departments, beyond references to security companies and local, state, and federal agencies. It differentiates itself by claiming to be the premier provider of advanced communications, data access, information sharing, enterprise intelligence, and access control solutions, with a large market share in law enforcement communications. It does not provide pricing, engagement structure, or contract details. It does not specify any geographic limitations beyond the listed markets. It states certification as Florida-certified and woman-owned. It does not provide further evidence of case studies or rankings beyond client names and agencies. It does not present explicit proof beyond client mentions and market share claims. It does not specify an ICP beyond the industries served and mentions of law enforcement and security sectors. It does not indicate if ICP, specialization, geography, scale, or proof are not provided beyond the explicit facts listed."
datapackcouriers.com,https://www.datapackcouriers.com,Data Pack Couriers,Transportation & Storage Other,A-record Fallback,3,
davidsongroup.com,https://www.davidsongroup.com,The Davidson Group,HR and Recruiting Services,Google Workspace,3,
davistransport.com,https://www.davistransport.com,"Davis Transport, Inc.",Air Couriers and Cargo Services,Custom/Self-hosted,3,
dawntransportation.com,https://www.dawntransportation.com,Dawn Transportation Inc,Transportation & Storage Other,A-record Fallback,3,
dayjet.com,https://www.dayjet.com,DayJet,Air Couriers and Cargo Services,Custom/Self-hosted,3,
dclogistics.com,https://www.dclogistics.com,D C Logistics,Warehousing and Storage,Custom/Self-hosted,3,
dditransportation.com,https://www.dditransportation.com,Ddi Transportation Inc,Freight Hauling (Rail and Truck),Google Workspace,3,
ddjones.com,https://www.ddjones.com,"D. D. Jones, Inc.",Warehousing and Storage,Custom/Self-hosted,3,
decarotrucking.com,https://www.decarotrucking.com,De Caro Trucking Co,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
defenseplacements.com,https://www.defenseplacements.com,Sales Consultants of Lake Lanier,HR and Recruiting Services,Custom/Self-hosted,3,
definedlogistics.net,https://www.definedlogistics.net,"Defined Logistics Services, Llc",Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
definitivestaffing.com,https://www.definitivestaffing.com,Definitive Staffing,HR and Recruiting Services,Custom/Self-hosted,3,
delfinoparker.com,https://www.delfinoparker.com,"Delfino & Parker - New York, Ny",HR and Recruiting Services,Custom/Self-hosted,3,
dell-tech.com,https://www.dell-tech.com,Dell Technical Group,HR and Recruiting Services,Custom/Self-hosted,3,
deltasi.com,https://www.deltasi.com,"DELTA Solutions, Inc.",HR and Recruiting Services,Custom/Self-hosted,2,
deltatechnical.net,https://www.deltatechnical.net,Delta Technical Solutions,HR and Recruiting Services,Custom/Self-hosted,3,
delvi.com,https://www.delvi.com,Delvi Inc,Warehousing and Storage,Google Workspace,1,
dependabletransportation.com,https://www.dependabletransportation.com,Dependabletransportation,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
designersdelivery.net,https://www.designersdelivery.net,Designers' Delivery,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
detroitenginekits.com,https://www.detroitenginekits.com,Detroit Engine & Kit Co,Transportation & Storage Other,Custom/Self-hosted,3,
devinecapital.com,https://www.devinecapital.com,"Devine Capital Partners, LLC",HR and Recruiting Services,A-record Fallback,2,
devonconsulting.com,https://www.devonconsulting.com,Devon Consulting Inc,HR and Recruiting Services,Custom/Self-hosted,3,
dewinterconsulting.com,https://www.dewinterconsulting.com,Dewinter Consulting,HR and Recruiting Services,Google Workspace,3,"DeWinter Accounting, Finance, Tech Recruiting Services provides search services for finance, accounting, and technology professionals at every level, including direct hire, executive search, and consulting. The company markets services under three programs: Direct Hire to create teams from its network of top talent; Executive Search for transformational leaders to build a company’s future; and Consulting for on-demand highly skilled support. The site states that it helps “top companies and people reach their fullest potential” and emphasizes “world-class search services” for finance, accounting, and technology professionals. The ICP is implied as employers seeking finance, accounting, and technology talent, including executive leadership, with a need for rapid placement and culturally aligned hires. The site provides client testimonials from Upright Data, Capella Space, and a generic “DeWinter Group Client,” indicating clients in data, space, and unspecified industries. The company’s insights section lists leadership appointments (Willem Dirven joins as President, AI Transformation) and service expansions (AI Transformation Practice) as evidence of growth and differentiation in AI, but no explicit metrics, certifications, rankings, or formal proof beyond client quotes. Explicit geography mentions Silicon Valley address in Campbell, CA, with a U.S.-based contact phone number; no other geographic markets or international limitations are stated. Roles or departments targeted as buyers are not explicitly enumerated beyond “employers” and “leaders” in client testimonials, with no detailed buyer personas. Differentiation is described in general terms as “world-class search services” with exceptional quality, speed-to-market, and reliability, and an emphasis on aligning searches with a client’s business and culture, plus the AI Transformation capability. There is no stated delivery model beyond the three service lines; pricing model, contract structure, or specific engagement terms are not provided. The page provides a corporate focus on finance, accounting, and technology talent, with an emphasis on executive leadership and AI-related capabilities, but does not specify industries, sectors, or company categories beyond client examples. ICP, specialization, geography beyond the Campbell, California address, scale metrics, proof, and explicit contractual or pricing details are not provided."
dfdist.com,https://www.dfdist.com,D & F Distributing Inc,Freight Hauling (Rail and Truck),A-record Fallback,1,
dgai.com,https://www.dgai.com,"David Gomez & Associates, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
dgraytrucking.com,https://www.dgraytrucking.com,Denis Gray Trucking,Freight Hauling (Rail and Truck),A-record Fallback,2,
dhaglobal.com,https://www.dhaglobal.com,Dha Global,HR and Recruiting Services,Custom/Self-hosted,3,
dhdelivery.com,https://www.dhdelivery.com,Down Home Delivery,Freight Hauling (Rail and Truck),Google Workspace,3,
dhicareers.com,https://www.dhicareers.com,Dhi,HR and Recruiting Services,Google Workspace,2,
dhotravel.com,https://www.dhotravel.com,Donoghue Healy Osullivan Trav,HR and Recruiting Services,Custom/Self-hosted,3,
dhruggles.com,https://www.dhruggles.com,D H Ruggles,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,
diamondbackdelivery.com,https://www.diamondbackdelivery.com,Diamond Back Delivery,Air Couriers and Cargo Services,Custom/Self-hosted,3,
diathegen.com,https://www.diathegen.com,"Diathegen, Llc",Transportation & Storage Other,A-record Fallback,3,
dicksonresources.com,https://www.dicksonresources.com,"Dickson Resources, Llc",HR and Recruiting Services,Google Workspace,3,
dissero.com,https://www.dissero.com,Dissero,HR and Recruiting Services,Google Workspace,2,
distributec.com,https://www.distributec.com,Distributec,Warehousing and Storage,Custom/Self-hosted,3,
distributorsupply.com,https://www.distributorsupply.com,Distributor Supply Co,Warehousing and Storage,Custom/Self-hosted,3,
disttech.com,https://www.disttech.com,DistTech,Freight Hauling (Rail and Truck),A-record Fallback,3,
diversestaff.com,https://www.diversestaff.com,DiverseStaff a Lane Staffing Company,HR and Recruiting Services,Custom/Self-hosted,3,
diversity-services.com,https://www.diversity-services.com,Diversity Services Group,HR and Recruiting Services,Google Workspace,3,
dixiefreight.com,https://www.dixiefreight.com,Dixie Express,Freight Hauling (Rail and Truck),A-record Fallback,3,
djfranzen.com,https://www.djfranzen.com,D J Franzen Inc,Freight Hauling (Rail and Truck),A-record Fallback,3,
djrlogistics.com,https://www.djrlogistics.com,Djr Logistics,Air Couriers and Cargo Services,A-record Fallback,3,
dkdata.com,https://www.dkdata.com,D K Data Sales Inc,HR and Recruiting Services,Custom/Self-hosted,3,
dmgincorporated.com,https://www.dmgincorporated.com,"Distribution Management Group, Inc.",Transportation & Storage Other,Google Workspace,3,
dmrglobal.com,https://www.dmrglobal.com,"DMR Global, Inc",HR and Recruiting Services,A-record Fallback,3,
dodsons.com,https://www.dodsons.com,Dodson'S Moving & Storage Inc,Freight Hauling (Rail and Truck),A-record Fallback,3,
domarijobs.com,https://www.domarijobs.com,"Domari & Associates, Inc.",HR and Recruiting Services,A-record Fallback,3,
doortodoordirect.com,https://www.doortodoordirect.com,Door to Door Direct,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
dreamjob.com,https://www.dreamjob.com,Technical Resource Group,HR and Recruiting Services,Custom/Self-hosted,3,
dreamstaffing.com,https://www.dreamstaffing.com,Dream Staffing Inc,HR and Recruiting Services,Google Workspace,3,
dsdcompanies.com,https://www.dsdcompanies.com,Dsd Trucking Inc,Freight Hauling (Rail and Truck),Google Workspace,3,
dsefreight.com,https://www.dsefreight.com,Dse Freight Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
dsi3pl.com,https://www.dsi3pl.com,Jefco Transportation,Warehousing and Storage,A-record Fallback,3,
dsrminc.com,https://www.dsrminc.com,"Dynamic Systems Resource Management, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
duffygroupinc.com,https://www.duffygroupinc.com,Duffy Group,HR and Recruiting Services,Custom/Self-hosted,3,
duffyresearch.com,https://www.duffyresearch.com,"Duffy Research, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
duggans.com,https://www.duggans.com,Duggan'S Trucking Inc,Freight Hauling (Rail and Truck),Google Workspace,3,
duoconsulting.com,https://www.duoconsulting.com,Duo Consulting,HR and Recruiting Services,Custom/Self-hosted,1,
duseknet.net,https://www.duseknet.net,"Dusek Network, Inc",HR and Recruiting Services,Custom/Self-hosted,3,
duvalgroup.com,https://www.duvalgroup.com,Sales Consultants of Jacksonville,HR and Recruiting Services,A-record Fallback,3,
dynamicplacements.com,https://www.dynamicplacements.com,Dynamic Office & Accounting Sltns,HR and Recruiting Services,A-record Fallback,3,
dynamicrecruiters.com,https://www.dynamicrecruiters.com,Dynamic Recruiters Inc,HR and Recruiting Services,Custom/Self-hosted,3,
dynamicresource.com,https://www.dynamicresource.com,"Dynamic Resources, Llc",HR and Recruiting Services,A-record Fallback,3,
dynastaff.com,https://www.dynastaff.com,Dynastaff,HR and Recruiting Services,Custom/Self-hosted,3,
dynastybos.com,https://www.dynastybos.com,"Dynasty International, Inc.",Air Couriers and Cargo Services,Custom/Self-hosted,3,"Summary:
Dynasty Bos appears to be a company offering boulder or balustrade-related products, but the provided webpage text is not accessible or rendering content in a usable, readable form. There is no explicit, extractable information in the supplied text about an ICP, core specialization, services, programs, offerings, ideal client characteristics, industry sectors served, buyer roles, differentiation, delivery model, pricing, geography, metrics, certifications, case examples, or proof. Consequently, no concrete statements can be identified or cited from the text. If additional, accessible content from the site is provided, a precise, fact-based summary can be produced that enumerates all stated services, target clients, differentiation, and other specified details."
dyntrans.com,https://www.dyntrans.com,Dynasty Transportation,Freight Hauling (Rail and Truck),Custom/Self-hosted,1,
e-its.com,https://www.e-its.com,I T Svc,HR and Recruiting Services,A-record Fallback,1,"Summary:
The provided page URL is https://www.e-its.com/, but the page text available contains an image reference and no readable substantive content describing the company’s operations, services, ICP, markets, or other specifics. There are no explicit details on what the company does, its core specialization, services, programs, offerings, ideal client characteristics, industries served, target buyer roles or departments, differentiation, delivery or pricing models, geographic markets, metrics, case examples, certifications, rankings, or any proof. Consequently, no explicit ICP, specialization, differentiation, geography, scale, or proof is stated. If additional text from the site or specific sections were provided, I could extract concrete facts accordingly."
e2recruiting.com,https://www.e2recruiting.com,"E2 Recruiting, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
eaglejet.com,https://www.eaglejet.com,Eaglejet Aviation,Air Couriers and Cargo Services,Google Workspace,3,
eastwindgroup.com,https://www.eastwindgroup.com,Eastwind Investment Co,Air Couriers and Cargo Services,Custom/Self-hosted,3,
easyhrweb.com,https://www.easyhrweb.com,Easyhrweb Llc,HR and Recruiting Services,Custom/Self-hosted,3,
easytrieve.com,https://www.easytrieve.com,EasyTrieve,HR and Recruiting Services,A-record Fallback,2,
eaxww.com,https://www.eaxww.com,"EAX Worldwide, Inc.",Transportation & Storage Other,Custom/Self-hosted,3,
eddyinc.com,https://www.eddyinc.com,"Eddy Associates, Inc.",HR and Recruiting Services,Google Workspace,2,
edelpartners.com,https://www.edelpartners.com,Edel Partners,HR and Recruiting Services,A-record Fallback,3,
edgeps.com,https://www.edgeps.com,Edge Professional Services,HR and Recruiting Services,Custom/Self-hosted,3,
edinacouriers.com,https://www.edinacouriers.com,Edina Couriers,Freight Hauling (Rail and Truck),A-record Fallback,3,
eegrecruiting.com,https://www.eegrecruiting.com,Eeg Recruiting,HR and Recruiting Services,A-record Fallback,3,
eexecutives.net,https://www.eexecutives.net,E-Executives,HR and Recruiting Services,A-record Fallback,3,
egates.com,https://www.egates.com,Gates Trucking,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
eliteconsulting.com,https://www.eliteconsulting.com,Elite Consulting Group,HR and Recruiting Services,Custom/Self-hosted,3,
elitehealthcarestaffing.com,https://www.elitehealthcarestaffing.com,Elite Healthcare Staffing Services,HR and Recruiting Services,Custom/Self-hosted,1,
elitetechjobs.com,https://www.elitetechjobs.com,Elite Tecnical Group,HR and Recruiting Services,A-record Fallback,3,
emeraldresource.com,https://www.emeraldresource.com,"Emerald Resource, LLC",HR and Recruiting Services,Custom/Self-hosted,3,
emgglobal.com,https://www.emgglobal.com,"Executive Management Group, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
employeerelationssolutions.net,https://www.employeerelationssolutions.net,"Employee Relations Solutions, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
employers-inc.com,https://www.employers-inc.com,Employers Staffing of American Inc,HR and Recruiting Services,Google Workspace,3,
encore-inc.com,https://www.encore-inc.com,"Encore, Inc.",Warehousing and Storage,A-record Fallback,3,
endeavorbuslines.com,https://www.endeavorbuslines.com,Endeavor Bus Lines,Transportation & Storage Other,A-record Fallback,3,
enroutecorp.com,https://www.enroutecorp.com,Enroute Systems Corporation,Transportation & Storage Other,A-record Fallback,3,
entellects.com,https://www.entellects.com,Entellects Corporation,HR and Recruiting Services,Custom/Self-hosted,3,
ep-team.net,https://www.ep-team.net,Ep-Team,Transportation & Storage Other,Custom/Self-hosted,3,
es-ex.com,https://www.es-ex.com,ES/EX Group.,Air Couriers and Cargo Services,Custom/Self-hosted,3,
esandi.com,https://www.esandi.com,"Esource Systems and Integration, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
eservicehub.com,https://www.eservicehub.com,"Eservicehub, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
esessments.com,https://www.esessments.com,Esessments,HR and Recruiting Services,Custom/Self-hosted,2,
esgpcs.com,https://www.esgpcs.com,Executive Services Group,HR and Recruiting Services,A-record Fallback,3,
eskribe.com,https://www.eskribe.com,Eskribe Inc,HR and Recruiting Services,Custom/Self-hosted,3,"eSkribe Inc. provides Information Technology services through consulting, products/solutions, corporate training, talent management, and information technology services. The company positions itself as a “remarkable IT delivery center” offering customized services to each client and emphasizes agility, innovation, and meeting client expectations. It states a mission to aid clients in sustaining business challenges and to empower clients with robust delivery structure and prominent methodologies to reach goals faster. The company describes itself as an E-verified organization and notes that it selects industrious, dedicated, and passionate individuals for training to better serve clients. It mentions training candidates to be equipped with contemporary business affairs to overcome field challenges.

Explicit services and offerings listed: Consulting Services; Products / Solutions; Corporate Training; Talent Management; Information Technology. The site also references a dedicated team available for inquiries but does not provide concrete ICP criteria, industry sectors, buyer roles, geographic markets beyond an address in Columbus, OH, or any pricing, engagement, or contract specifics. It provides address: Eskribe Inc, 3443 Snouffer Rd, Columbus, OH 43235; Sales phone 614-893-2731; Support phone 614-373-5738; email info@eskribe.com. No metrics, case examples, certifications, rankings, or proof are stated. Explicit ICP, primary specialization, geography, scale, or proof details are not provided. No explicit delivery, pricing, or contract structures are stated."
esqservices.com,https://www.esqservices.com,Esq Svc Inc,Freight Hauling (Rail and Truck),A-record Fallback,3,
essexopenings.com,https://www.essexopenings.com,Essex Industries,HR and Recruiting Services,A-record Fallback,3,
essllc.net,https://www.essllc.net,Employee Staffing Services,HR and Recruiting Services,Custom/Self-hosted,3,
etc-easy.com,https://www.etc-easy.com,Employment Technologies Corporation,HR and Recruiting Services,Custom/Self-hosted,3,
ethixsolutions.com,https://www.ethixsolutions.com,"Ethix Solutions, Inc",HR and Recruiting Services,Custom/Self-hosted,2,
etiprofessionals.com,https://www.etiprofessionals.com,ETI Professionals,HR and Recruiting Services,Custom/Self-hosted,3,
evansdedicated.com,https://www.evansdedicated.com,Evans Dedicated Systems Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
eventtransportation.com,https://www.eventtransportation.com,"Event Transportation Associates , Inc.",Transportation & Storage Other,Google Workspace,3,
ework.com,https://www.ework.com,eWork,HR and Recruiting Services,A-record Fallback,3,
excelmoving.com,https://www.excelmoving.com,Excel Moving Services,Transportation & Storage Other,A-record Fallback,3,
execcoaches.com,https://www.execcoaches.com,"Executive Coaching Partners, Llc",HR and Recruiting Services,Custom/Self-hosted,3,
execugroup.com,https://www.execugroup.com,Execugroup Inc,HR and Recruiting Services,Custom/Self-hosted,3,
execujobs.net,https://www.execujobs.net,Execujobs,HR and Recruiting Services,Custom/Self-hosted,3,
executechsfl.com,https://www.executechsfl.com,Execu Tech of S. Fl. Inc.,HR and Recruiting Services,Custom/Self-hosted,3,
executivesearchonline.com,https://www.executivesearchonline.com,Executive Search Online.com,HR and Recruiting Services,A-record Fallback,3,"Summary:
The site executivesearchonline.com provides no substantive content beyond a placeholder page stating “We’re getting things ready. Loading your experience… This won’t take long.” There are no explicit details, services, programs, ICPs, industries, buyer roles, differentiation, delivery models, pricing, geographic markets, metrics, case examples, certifications, or any other factual information available on the page. Therefore, no ICP, specialization, geography, scale, or proof is provided, and all specific attributes requested (services, ICP characteristics, industries served, target buyers, differentiation, engagement or contract details, and proof) are not available."
executivestaffing.com,https://www.executivestaffing.com,The Executive Staffing Group,HR and Recruiting Services,A-record Fallback,3,
expresstransportation.com,https://www.expresstransportation.com,Express Transportation Inc,Transportation & Storage Other,Custom/Self-hosted,3,
factorypro.com,https://www.factorypro.com,Factory Professional Tuning,Transportation & Storage Other,Custom/Self-hosted,3,
fairfieldstorage.com,https://www.fairfieldstorage.com,Fairfield Storage,Warehousing and Storage,Custom/Self-hosted,3,
fairfieldtrucking.com,https://www.fairfieldtrucking.com,Fairfield Trucking Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
faith-group.com,https://www.faith-group.com,"Faith Group Co, Inc",Warehousing and Storage,Yahoo,3,
faiveleytransport.com,https://www.faiveleytransport.com,"Faiveley Transport Usa, Inc.",Transportation & Storage Other,A-record Fallback,3,
farold.com,https://www.farold.com,Farold Inc,Freight Hauling (Rail and Truck),Google Workspace,3,
fastrakservice.com,https://www.fastrakservice.com,Fastrak Services Inc.,HR and Recruiting Services,Custom/Self-hosted,3,
fbdconsult.com,https://www.fbdconsult.com,"Fbd Consulting, Inc.",HR and Recruiting Services,Google Workspace,3,
federalassembly.com,https://www.federalassembly.com,"Federal Assembly, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
ferrariexpress.com,https://www.ferrariexpress.com,Ferrari Express Inc.,Air Couriers and Cargo Services,A-record Fallback,3,"Ferrari Group, established in 1959 in Italy as a customs broker and forwarding company, operates a global network with worldwide operations serving global luxury brands, high-end watchmakers, jewellery manufacturers and distributors, diamond dealers, precious stones producers and private clients. Services include Customs solutions (country-specific technical expertise, customs consultancy, and solutions for shipping high-value products), Freight forwarding (airfreight for Valuable, General and Vulnerable Cargo with tailor-made services), Ground transportation (armored and non-armored line-hauls via Ferrari’s fleet), Security (world-class procedures and equipment to safeguard and deliver precious goods), ICT tools (in-house development of tailored solutions with no additional costs), Fiscal solutions (VAT identification for non-residents in the EU and VAT operations on behalf of foreign companies), Global exhibitions support (transport, customs solutions and security for jewellery and watches exhibitions and trade shows), Private events support (high-security transportations, customized security solutions with Ferrari guards and on-site logistics assistance for VIPs), Logistics services (tailor-made logistics across platforms with vault-space reservations and warehousing services including inventory, assembling and packing), Special services (Tax Free for You: VAT-off pricing for non-EU and Swiss residents, shopping in boutiques), and Fine Art (worldwide shipping, certifications and logistics for artworks and design pieces). The stated ICP, specialization, geography, scale, proofs, metrics, certifications, or case examples are not provided. Explicit geographic markets or limitations are not detailed beyond global operations and EU VAT representation. No pricing models or contract structures are specified. No explicit buyer roles or departments are named as targets beyond generic client categories. Proof or metrics are not provided."
fidelises.com,https://www.fidelises.com,Fidelis Enterprise Solutions,HR and Recruiting Services,Custom/Self-hosted,3,
filteradvertising.com,https://www.filteradvertising.com,Filter,HR and Recruiting Services,Custom/Self-hosted,3,
firelakeresources.com,https://www.firelakeresources.com,"Fire Lake Resources, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
firstworldmora.com,https://www.firstworldmora.com,Firstworld Travel,HR and Recruiting Services,Custom/Self-hosted,3,
flex-staff.com,https://www.flex-staff.com,Flex-staff Temporary Services,HR and Recruiting Services,A-record Fallback,3,
floridaclassiclimo.com,https://www.floridaclassiclimo.com,Florida Classic Limo Inc,Air Couriers and Cargo Services,Custom/Self-hosted,2,
fly-ana.com,https://www.fly-ana.com,All Nippon Airways,Air Couriers and Cargo Services,Google Workspace,3,
focus1hr.com,https://www.focus1hr.com,Focus1 Hr Group,HR and Recruiting Services,Custom/Self-hosted,3,
focussf.com,https://www.focussf.com,Focus Staffing Group,HR and Recruiting Services,Custom/Self-hosted,3,
focusworkforces.com,https://www.focusworkforces.com,"Focus Industrial Workforces, Inc.",HR and Recruiting Services,Google Workspace,3,
foodrecruiters.net,https://www.foodrecruiters.net,"The Harlan Group, Inc.",HR and Recruiting Services,GoDaddy,3,
forefrontstaffing.com,https://www.forefrontstaffing.com,ForeFront Staffing,HR and Recruiting Services,Custom/Self-hosted,3,
foresightstaffing.com,https://www.foresightstaffing.com,Foresight Staffing,HR and Recruiting Services,A-record Fallback,3,
forestgrp.com,https://www.forestgrp.com,Forest Group,HR and Recruiting Services,Custom/Self-hosted,3,
forgeerc.com,https://www.forgeerc.com,Forge Employment Resources Corporation,HR and Recruiting Services,Custom/Self-hosted,2,
fortworthfab.com,https://www.fortworthfab.com,Fort Worth Fabrication,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
fourstaraircargo.com,https://www.fourstaraircargo.com,Four Star Air Cargo,Air Couriers and Cargo Services,A-record Fallback,3,
fowlerplacement.com,https://www.fowlerplacement.com,Fowler Placement Services,HR and Recruiting Services,A-record Fallback,3,
frankcotrans.com,https://www.frankcotrans.com,"Frankco Transportation, Inc",Freight Hauling (Rail and Truck),A-record Fallback,3,
frasearch.com,https://www.frasearch.com,FRA,HR and Recruiting Services,A-record Fallback,3,
freightescape.com,https://www.freightescape.com,Freight Escape Inc,Freight Hauling (Rail and Truck),A-record Fallback,3,
freightland.com,https://www.freightland.com,Freight Land,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
freightlogistics.com,https://www.freightlogistics.com,Freight Logistics,Air Couriers and Cargo Services,Google Workspace,3,
frontierflying.com,https://www.frontierflying.com,Frontier Flying Service Inc,Air Couriers and Cargo Services,A-record Fallback,3,
frontiertransport.com,https://www.frontiertransport.com,Frontier Temperature Control,Transportation & Storage Other,Google Workspace,3,
frshighland.org,https://www.frshighland.org,FRS Counseling,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
frygroup.com,https://www.frygroup.com,"the fry group, Inc.",HR and Recruiting Services,Custom/Self-hosted,3,
fsd.k12.ca.us,https://www.fsd.k12.ca.us,Fullerton School District,Air Couriers and Cargo Services,Google Workspace,3,
ftninc.com,https://www.ftninc.com,Foliage Transport Network Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,2,
fujimotransport.com,https://www.fujimotransport.com,Fujimo Transport Inc,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
fujitrans.com,https://www.fujitrans.com,Fujitrans Usa Inc,Transportation & Storage Other,Google Workspace,1,
furstsearch.com,https://www.furstsearch.com,Furst Search Group,HR and Recruiting Services,Custom/Self-hosted,3,
futurefocusllc.com,https://www.futurefocusllc.com,Future Focus Llc,HR and Recruiting Services,Google Workspace,3,
futuretechstaffing.com,https://www.futuretechstaffing.com,Futuretech Staffing Inc.,HR and Recruiting Services,Custom/Self-hosted,3,
g3pub.com,https://www.g3pub.com,G3 Gears. Guts. Glory,Freight Hauling (Rail and Truck),A-record Fallback,2,"Randall Reilly positions itself as a partner in talent acquisition, offering services aimed at helping organizations reach growth and efficiency through TA technology, RPO, data-driven programmatic campaigns, and customized solutions tailored to client goals. The company emphasizes a changing hiring landscape driven by technology, remote work trends, and shifting talent supply and demand, and asserts almost 20 years of successful placements across diverse industries with industry-specific knowledge to address unique talent needs. Its offerings are described as customizable to any sector and any role, including programmatic campaigns to bring qualified candidates, RPO partners to elevate TA processes, and TA technology that streamlines strategy, job management, and analysis of what works. The company promotes a comprehensive approach (lead generation through full recruitment services) and a personalized service model that integrates with the client’s processes, along with transparent insights into pipeline opportunities, forecasting, and optimization of recruiting strategies. Specific services and elements named include: Programmatic Campaigns, RPO Partners, TA Technology, and the “Featured Technology” Strategize, described as a market and research tool for competitive advantage. The site also mentions industry insights and a proven track record, with nearly 20 years of placement experience across diverse industries. The ICP (ideal customer profile) is not explicitly defined beyond stating the ability to tailor solutions to any sector and any role; no explicit geographic markets, pricing models, contract structures, or specific buyer roles are stated. Explicit industries, sectors, or company types served are not enumerated beyond “diverse industries.” No specific geographic markets or limits are provided. No explicit metrics beyond “almost 20 years of successful placements” are given. No certifications, rankings, or case examples are detailed beyond the general article headline “You’re Losing Drivers Before You Even Talk to Them” by Joshua Miller, dated 17 April 2026. If any ICP, geographic markets, pricing, or proof details exist beyond those stated, they are not provided in the text."
gamerecruiter.com,https://www.gamerecruiter.com,Game Recruiter,HR and Recruiting Services,Custom/Self-hosted,3,
gammillgroup.com,https://www.gammillgroup.com,Gammill Group,HR and Recruiting Services,A-record Fallback,3,
gan-trans.com,https://www.gan-trans.com,Gan Trans Ltd,Freight Hauling (Rail and Truck),Custom/Self-hosted,3,
garlepied.com,https://www.garlepied.com,Garlepied Transfer,Transportation & Storage Other,Custom/Self-hosted,3,
garnetassociates.com,https://www.garnetassociates.com,Garnet Associates,HR and Recruiting Services,Custom/Self-hosted,3,
garrett-atlas.com,https://www.garrett-atlas.com,Garrett Transportation Svc Inc,Transportation & Storage Other,Custom/Self-hosted,3,
garriepestcontrol.com,https://www.garriepestcontrol.com,Garrie Pest Control,HR and Recruiting Services,Google Workspace,3,
gatewayexpress.com,https://www.gatewayexpress.com,Gateway Express Limited,HR and Recruiting Services,Custom/Self-hosted,3,
gattihr.com,https://www.gattihr.com,Gatti & Associates,HR and Recruiting Services,Custom/Self-hosted,3,
